_id;Damage;Hostplant Family;Hostplant Genus;Hostplant Species;Hostplant Subspecies/var;HOSTS ID;Insect Author;Insect Family;Insect Genus;Insect Species;Insect Subspecies;Lab Rearing;Location
40135;;Moraceae;Morus;;;4600;Moore;Bombycidae;Bombyx;mandarina;;;Old World
40137;;Moraceae;Morus;;;4602;Linnaeus;Bombycidae;Bombyx;mori;;;West Malaysia
40142;on leaves;Moraceae;Morus;alba;;4607;Linnaeus;Bombycidae;Bombyx;mori;;;India
40136;;Moraceae;Morus;;;4601;Linnaeus;Bombycidae;Bombyx;mori;;;Cosmopolitan
40140;;Moraceae;Morus;nigra;;4605;Linnaeus;Bombycidae;Bombyx;mori;;;India
40139;;Moraceae;Morus;alba;;4604;Linnaeus;Bombycidae;Bombyx;mori;;;Hong Kong
40141;on leaves;Rubiaceae;Morinda;citrifolia;;4606;Linnaeus;Bombycidae;Bombyx;mori;;;India
40143;on leaves;Moraceae;Morus;alba;;4608;Linnaeus;Bombycidae;Bombyx;mori;;;Thailand
40138;;Moraceae;Morus;alba;;4603;Linnaeus;Bombycidae;Bombyx;mori;;;Brazil
5308;;Malvaceae;Abelmoschus;esculentus;;12033;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Puerto Rico
5312;;Malvaceae;Abutilon;megapotamicum;;12037;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5317;;Celastraceae;Cassine;;;12042;Saunders;Gelechiidae;Pectinophora;gossypiella;;;East Africa
5327;;Malvaceae;Gossypium;;;12052;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5332;;Malvaceae;Gossypium;arboreum;;12057;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Fiji
5335;;Malvaceae;Gossypium;hirsutum;;12060;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Puerto Rico
5341;;Malvaceae;Hibiscus;;;12066;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Australia
5342;;Malvaceae;Hibiscus;;;12067;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cosmopolitan
5349;;Malvaceae;Hibiscus;rosa-sinensis;;12074;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Hawaii
5355;;Malvaceae;Thespesia;lampas;;12080;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5359;in bolls;Malvaceae;Gossypium;herbaceum;;12084;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Thailand
5360;in bolls/buds/flowers/seeds;Malvaceae;Gossypium;;;12085;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5361;in bolls/lint;Malvaceae;Gossypium;;;12086;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Southern Africa
5364;in fruits;Malvaceae;Hibiscus;;;12089;Saunders;Gelechiidae;Pectinophora;gossypiella;;;South-East Asia
5368;on bolls/buds/seeds;Malvaceae;Gossypium;;;12093;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Sri Lanka
5372;on buds/seeds;Malvaceae;Gossypium;;;12097;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5375;on seeds;Malvaceae;Gossypium;;;12100;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5304;;Malvaceae;;;;12029;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cosmopolitan
5306;;Malvaceae;Abelmoschus;esculentus;;12031;Saunders;Gelechiidae;Pectinophora;gossypiella;;;East Africa
5311;;Malvaceae;Abutilon;;;12036;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5314;;Malvaceae;Abutilon;tiubae;;12039;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5315;;Malvaceae;Alcea;rosea;;12040;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5321;;Malvaceae;Gossypium;;;12046;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Australia
5322;;Malvaceae;Gossypium;;;12047;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cosmopolitan
5330;;Malvaceae;Gossypium;;;12055;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Sri Lanka
5331;;Malvaceae;Gossypium;arboreum;;12056;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5334;;Malvaceae;Gossypium;hirsutum;;12059;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cuba
5336;;Malvaceae;Gossypium;thurberi;;12061;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Hawaii
5338;;Malvaceae;Gossypium;thurberi;;12063;Saunders;Gelechiidae;Pectinophora;gossypiella;;;USA
5350;;Malvaceae;Hibiscus;sabdariffa;;12075;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5351;;Leguminosae (P);Medicago;sativa;;12076;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cosmopolitan
5362;in flowers;Tiliaceae;Corchorus;;;12087;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Ghana
5365;in pods;Malvaceae;Thespesia;populnea;;12090;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Puerto Rico
5305;;Malvaceae;Abelmoschus;esculentus;;12030;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cosmopolitan
5366;in seeds;Malvaceae;Abutilon;;;12091;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Indonesia
5307;;Malvaceae;Abelmoschus;esculentus;;12032;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5369;on bolls/in seeds;Malvaceae;Gossypium;;;12094;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5318;;Cochlospermaceae;Cochlospermum;regium;;12043;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5371;on bolls/seeds;Malvaceae;Abutilon;;;12096;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5320;;Malvaceae;Gossypium;;;12045;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Australasia
5324;;Malvaceae;Gossypium;;;12049;Saunders;Gelechiidae;Pectinophora;gossypiella;;;East Africa
5383;;Malvaceae;Thespesia;populnea;;12108;Holdaway;Gelechiidae;Pectinophora;scutigera;;;Hawaii
5328;;Malvaceae;Gossypium;;;12053;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Old World tropics
5310;;Malvaceae;Abutilon;;;12035;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cosmopolitan
5337;;Malvaceae;Gossypium;thurberi;;12062;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5313;;Malvaceae;Abutilon;pictum;;12038;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5340;;Malvaceae;Hibiscadelphus;hualalaiensis;;12065;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Hawaii
5316;;Malvaceae;Alcea;rosea;;12041;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5348;;Malvaceae;Hibiscus;furcellatus;var. youngianus;12073;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Hawaii
5319;;Tiliaceae;Corchorus;olitorius;;12044;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5354;;Malvaceae;Thespesia;danis;;12079;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5333;;Malvaceae;Gossypium;barbadense;;12058;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Puerto Rico
5363;in flowers;Malvaceae;Gossypium;;;12088;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5339;;Malvaceae;Gossypium;tomentosum;;12064;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Hawaii
5367;in seeds;Malvaceae;Thespesia;lampas;;12092;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Indonesia
5343;;Malvaceae;Hibiscus;;;12068;Saunders;Gelechiidae;Pectinophora;gossypiella;;;East Africa
5370;on bolls/seeds;Malvaceae;Abelmoschus;moschatus;;12095;Saunders;Gelechiidae;Pectinophora;gossypiella;;;India
5346;;Malvaceae;Hibiscus;brackenridgei;;12071;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Hawaii
5378;;Malvaceae;;;;12103;Holdaway;Gelechiidae;Pectinophora;scutigera;;;Australasia
5352;;Malvaceae;Montezuma;speciosissima;;12077;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Puerto Rico
5356;;Malvaceae;Thespesia;populnea;;12081;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5358;in bolls;Malvaceae;Gossypium;;;12083;Saunders;Gelechiidae;Pectinophora;gossypiella;;;South-East Asia
5373;on flower buds/seeds;Malvaceae;Gossypium;;;12098;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Indonesia
5309;;Malvaceae;Abelmoschus;moschatus;;12034;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5323;;Malvaceae;Gossypium;;;12048;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Cyprus
5325;;Malvaceae;Gossypium;;;12050;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Indo-Australian
5326;;Malvaceae;Gossypium;;;12051;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Mauritius
5329;;Malvaceae;Gossypium;;;12054;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Pantropical
5344;;Malvaceae;Hibiscus;;;12069;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Nearctic
5345;;Malvaceae;Hibiscus;bifurcatus;;12070;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5347;;Malvaceae;Hibiscus;cannabinus;;12072;Saunders;Gelechiidae;Pectinophora;gossypiella;;;East Africa
5353;;Malvaceae;Sida;cordifolia;;12078;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5357;;Sterculiaceae;Waltheria;americana;;12082;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5374;on fruits;Malvaceae;Abelmoschus;esculentus;;12099;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Brazil
5376;on seeds;Malvaceae;Gossypium;;;12101;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Pantropical
5377;on seeds;Malvaceae;Hibiscus;tiliaceus;;12102;Saunders;Gelechiidae;Pectinophora;gossypiella;;;Pantropical
31860;on;Geraniaceae;Geranium;molle;;38585;Denis & Schiff.;Lycaenidae;Aricia;agestis;;;British Isles
31857;;Cistaceae;;;;38582;Denis & Schiff.;Lycaenidae;Aricia;agestis;;;Palaearctic
31859;on;Geraniaceae;Erodium;cicutarium;;38584;Denis & Schiff.;Lycaenidae;Aricia;agestis;;;British Isles
31861;on;Cistaceae;Helianthemum;nummularium;;38586;Denis & Schiff.;Lycaenidae;Aricia;agestis;;;British Isles
31858;;Geraniaceae;;;;38583;Denis & Schiff.;Lycaenidae;Aricia;agestis;;;Palaearctic
61808;;Leguminosae (M);Albizia;procera;;61808;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61812;;Amaranthaceae;Amaranthus;viridis;;61812;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61817;;Leguminosae (P);Arachis;hypogaea;;61817;Hübner;Noctuidae;Helicoverpa;armigera;;;West Malaysia
61835;;Compositae;Carduus;;;61835;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
61840;;Compositae;Chrysanthemum;;;61840;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61843;;Leguminosae (P);Cicer;arietinum;;61843;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61844;;Cucurbitaceae;Citrullus;lanatus;;61844;Hübner;Noctuidae;Helicoverpa;armigera;;;Spain
61848;;Rutaceae;Citrus;;;61848;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61853;;Rubiaceae;Coffea;;;61853;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
61857;;Rubiaceae;Coffea;;;61857;Hübner;Noctuidae;Helicoverpa;armigera;;;Madagascar
61875;;Geraniaceae;Geranium;;;61875;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
61887;;Malvaceae;Gossypium;;;61887;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61891;;Compositae;Helianthus;;;61891;Hübner;Noctuidae;Helicoverpa;armigera;;;Australia
61892;;Compositae;Helianthus;;;61892;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
61896;;Malvaceae;Hibiscus;cannabinus;;61896;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
61910;;Leguminosae (P);Lens;culinaris;;61910;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61925;;Solanaceae;Lycopersicon;esculentum;;61925;Hübner;Noctuidae;Helicoverpa;armigera;;;Sabah
61926;;Solanaceae;Lycopersicon;esculentum;;61926;Hübner;Noctuidae;Helicoverpa;armigera;;;Spain
61928;;Solanaceae;Lycopersicon;esculentum;;61928;Hübner;Noctuidae;Helicoverpa;armigera;;;West Malaysia
61939;;Solanaceae;Nicotiana;;;61939;Hübner;Noctuidae;Helicoverpa;armigera;;;Finland
61944;;Solanaceae;Nicotiana;tabacum;;61944;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
61946;;Solanaceae;Nicotiana;tabacum;;61946;Hübner;Noctuidae;Helicoverpa;armigera;;;Indo-Australian
61952;;Gramineae;Oryza;sativa;;61952;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61953;;Gramineae;Oryza;sativa;;61953;Hübner;Noctuidae;Helicoverpa;armigera;;;Somalia
61955;;Geraniaceae;Pelargonium;;;61955;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
61956;;Geraniaceae;Pelargonium;;;61956;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
61960;;Compositae;Pentzia;;;61960;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
61963;;Leguminosae (P);Phaseolus;;;61963;Hübner;Noctuidae;Helicoverpa;armigera;;;Indonesia
61966;;Leguminosae (P);Phaseolus;vulgaris;;61966;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61970;;Leguminosae (P);Pongamia;pinnata;;61970;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61991;;Gramineae;Sorghum;;;61991;Hübner;Noctuidae;Helicoverpa;armigera;;;Pantropical
62004;;Violaceae;Viola;;;62004;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62007;;Gramineae;Zea;mays;;62007;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
62010;;Gramineae;Zea;mays;;62010;Hübner;Noctuidae;Helicoverpa;armigera;;;Indo-Australian
62018;;Compositae;Zinnia;violacea;;62018;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
62021;in cobs;Gramineae;Zea;mays;;62021;Hübner;Noctuidae;Helicoverpa;armigera;;;Sabah
62022;in cobs;Gramineae;Zea;mays;;62022;Hübner;Noctuidae;Helicoverpa;armigera;;;Thailand
62026;in fruits;Solanaceae;Lycopersicon;esculentum;;62026;Hübner;Noctuidae;Helicoverpa;armigera;;;British Isles
62029;on buds/pods;Leguminosae (P);Phaseolus;;;62029;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
62034;on crops;Polyphagous;;;;62034;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62049;on flowers;Rosaceae;Rosa;;;62049;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62054;on flowers/fruits;Bombacaceae;Durio;zibethinus;;62054;Hübner;Noctuidae;Helicoverpa;armigera;;;Thailand
62064;on flowers/pods;Scrophulariaceae;Antirrhinum;;;62064;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62066;on fruit trees;Polyphagous;;;;62066;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
62070;on leaves;Leguminosae (M);Albizia;procera;;62070;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62072;on leaves;Leguminosae (P);Dalbergia;sissoo;;62072;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62087;on medicinal plants;Polyphagous;;;;62087;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
62094;on seeds;Compositae;Helianthus;;;62094;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62095;on seeds;Euphorbiaceae;Ricinus;communis;;62095;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62096;on trees;Polyphagous;;;;62096;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62169;;Malvaceae;Abelmoschus;esculentus;;62169;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62174;;Compositae;Ageratum;conyzoides;;62174;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62178;;Scrophulariaceae;Antirrhinum;;;62178;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62183;;Leguminosae (P);Arachis;hypogaea;;62183;Boddie;Noctuidae;Helicoverpa;zea;;;New World
62186;;Gramineae;Avena;;;62186;Boddie;Noctuidae;Helicoverpa;zea;;;India
62189;;Gramineae;Brachiaria;fasciculata;;62189;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62190;;Cruciferae;Brassica;oleracea;;62190;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62200;;Solanaceae;Capsicum;;;62200;Boddie;Noctuidae;Helicoverpa;zea;;;USA
62209;;Compositae;Chrysothamnus;;;62209;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62212;;Leguminosae (P);Cicer;arietinum;;62212;Boddie;Noctuidae;Helicoverpa;zea;;;New World
62213;;Cucurbitaceae;Citrullus;lanatus;;62213;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62215;;Capparaceae;Cleome;;;62215;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62216;;Capparaceae;Cleome;gynandra;;62216;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62221;;Cucurbitaceae;Cucumis;melo;;62221;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62225;;Cucurbitaceae;Cucurbita;maxima;;62225;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62228;;Compositae;Dahlia;pinnata;;62228;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62230;;Solanaceae;Datura;stramonium;;62230;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62232;;Leguminosae (P);Desmodium;tortuosum;;62232;Boddie;Noctuidae;Helicoverpa;zea;;;New World
62234;;Caryophyllaceae;Dianthus;;;62234;Boddie;Noctuidae;Helicoverpa;zea;;;India
62235;;Caryophyllaceae;Dianthus;;;62235;Boddie;Noctuidae;Helicoverpa;zea;;;Sri Lanka
62241;;Gramineae;Eleusine;coracana;;62241;Boddie;Noctuidae;Helicoverpa;zea;;;India
62244;;Rosaceae;Fragaria;chiloensis;;62244;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62245;;Compositae;Geraea;canescens;;62245;Boddie;Noctuidae;Helicoverpa;zea;;;New World
62247;;Geraniaceae;Geranium;maculatum;;62247;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62251;;Malvaceae;Gossypium;;;62251;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62273;;Convolvulaceae;Ipomoea;batatas;;62273;Boddie;Noctuidae;Helicoverpa;zea;;;India
62276;;Acanthaceae;Justicia;;;62276;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62279;;Leguminosae (P);Lablab;purpureus;;62279;Boddie;Noctuidae;Helicoverpa;zea;;;New World
62284;;Leguminosae (P);Lespedeza;cuneata;;62284;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62285;;Proteaceae;Leucadendron;;;62285;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62298;;Malvaceae;Malachra;capitata;;62298;Boddie;Noctuidae;Helicoverpa;zea;;;India
62304;;Leguminosae (P);Melilotus;officinalis;;62304;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62305;;Leguminosae (P);Melilotus;suaveolens;;62305;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62309;;Solanaceae;Nicotiana;tabacum;;62309;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62311;;Scrophulariaceae;Nuttallanthus;canadensis;;62311;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62312;;Gramineae;Oryza;sativa;;62312;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62316;;Geraniaceae;Pelargonium;;;62316;Boddie;Noctuidae;Helicoverpa;zea;;;Sri Lanka
62317;;Gramineae;Pennisetum;;;62317;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62318;;Compositae;Pentzia;;;62318;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62320;;Leguminosae (P);Phaseolus;;;62320;Boddie;Noctuidae;Helicoverpa;zea;;;East Africa
62323;;Leguminosae (P);Phaseolus;vulgaris;;62323;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62325;;Leguminosae (P);Phaseolus;vulgaris;;62325;Boddie;Noctuidae;Helicoverpa;zea;;;USA
62334;;Leguminosae (P);Pisum;sativum;;62334;Boddie;Noctuidae;Helicoverpa;zea;;;Puerto Rico
62336;;Polygonaceae;Polygonum;pensylvanicum;;62336;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62340;;Resedaceae;Reseda;;;62340;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62341;;Resedaceae;Reseda;odorata;;62341;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62343;;Euphorbiaceae;Ricinus;communis;;62343;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62346;;Rosaceae;Rosa;;;62346;Boddie;Noctuidae;Helicoverpa;zea;;;India
62374;;Leguminosae (P);Vigna;unguiculata;;62374;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
62387;in cobs/stems;Gramineae;Zea;mays;;62387;Boddie;Noctuidae;Helicoverpa;zea;;;India
62399;on capsules/leaves;Euphorbiaceae;Ricinus;communis;;62399;Boddie;Noctuidae;Helicoverpa;zea;;;India
62401;on ears;Gramineae;Pennisetum;americanum;;62401;Boddie;Noctuidae;Helicoverpa;zea;;;India
62408;on fruits;Rutaceae;Citrus;;;62408;Boddie;Noctuidae;Helicoverpa;zea;;;India
62412;on leaves;Cannaceae;Canna;;;62412;Boddie;Noctuidae;Helicoverpa;zea;;;Sri Lanka
62419;on pods;Gramineae;Pennisetum;americanum;;62419;Boddie;Noctuidae;Helicoverpa;zea;;;India
62428;on whole plant;Gramineae;Zea;mays;;62428;Boddie;Noctuidae;Helicoverpa;zea;;;Nearctic
61801;;Leguminosae;;;;61801;Hübner;Noctuidae;Helicoverpa;armigera;;;Pantropical
61815;;Leguminosae (P);Arachis;hypogaea;;61815;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61821;;Cucurbitaceae;Benincasa;hispida;;61821;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61822;;Cruciferae;Brassica;;;61822;Hübner;Noctuidae;Helicoverpa;armigera;;;Australia
61823;;Cruciferae;Brassica;oleracea;;61823;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61827;;Leguminosae (P);Cajanus;cajan;;61827;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61828;;Leguminosae (P);Cajanus;cajan;;61828;Hübner;Noctuidae;Helicoverpa;armigera;;;Nigeria
61830;;Labiatae;Calamintha;;;61830;Hübner;Noctuidae;Helicoverpa;armigera;;;Southern Africa
61841;;Compositae;Chrysanthemum;coronarium;;61841;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61846;;Rutaceae;Citrus;;;61846;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
61849;;Rutaceae;Citrus;;;61849;Hübner;Noctuidae;Helicoverpa;armigera;;;Zimbabwe
61865;;Cucurbitaceae;Cucurbita;pepo;;61865;Hübner;Noctuidae;Helicoverpa;armigera;;;Spain
61867;;Leguminosae (P);Dalbergia;sissoo;;61867;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61873;;Myrtaceae;Eucalyptus;;;61873;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
61881;;Malvaceae;Gossypium;;;61881;Hübner;Noctuidae;Helicoverpa;armigera;;;Australia
61886;;Malvaceae;Gossypium;;;61886;Hübner;Noctuidae;Helicoverpa;armigera;;;Indonesia
61895;;Compositae;Helianthus;annuus;;61895;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61899;;Leguminosae (P);Indigofera;;;61899;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61903;;Leguminosae (P);Lablab;purpureus;;61903;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61904;;Compositae;Lactuca;sativa;;61904;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
61905;;Compositae;Lactuca;sativa;;61905;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61907;;Verbenaceae;Lantana;camara;;61907;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61912;;Linaceae;Linum;usitatissimum;;61912;Hübner;Noctuidae;Helicoverpa;armigera;;;Indonesia
61919;;Solanaceae;Lycopersicon;esculentum;;61919;Hübner;Noctuidae;Helicoverpa;armigera;;;Cosmopolitan
61921;;Solanaceae;Lycopersicon;esculentum;;61921;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
61929;;Sapotaceae;Madhuca;longifolia;;61929;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61931;;Rosaceae;Malus;pumila;;61931;Hübner;Noctuidae;Helicoverpa;armigera;;;Australia
61936;;Leguminosae (P);Medicago;sativa;;61936;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61941;;Solanaceae;Nicotiana;;;61941;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61947;;Solanaceae;Nicotiana;tabacum;;61947;Hübner;Noctuidae;Helicoverpa;armigera;;;Nearctic
61954;;Papaveraceae;Papaver;;;61954;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61959;;Gramineae;Pennisetum;glaucum;;61959;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61962;;Leguminosae (P);Phaseolus;;;61962;Hübner;Noctuidae;Helicoverpa;armigera;;;Finland
61967;;Leguminosae (P);Pisum;sativum;;61967;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
61968;;Leguminosae (P);Pisum;sativum;;61968;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61969;;Labiatae;Plectranthus;aromaticus;;61969;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
61973;;Rosaceae;Prunus;armeniaca;;61973;Hübner;Noctuidae;Helicoverpa;armigera;;;Australia
61975;;Resedaceae;Reseda;;;61975;Hübner;Noctuidae;Helicoverpa;armigera;;;Finland
61979;;Rosaceae;Rosa;;;61979;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61984;;Solanaceae;Solanum;tuberosum;;61984;Hübner;Noctuidae;Helicoverpa;armigera;;;India
61990;;Gramineae;Sorghum;;;61990;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
61996;;Tamaricaceae;Tamarix;dioica;;61996;Hübner;Noctuidae;Helicoverpa;armigera;;;Pakistan
61998;;Leguminosae (P);Trifolium;;;61998;Hübner;Noctuidae;Helicoverpa;armigera;;;New Zealand
61999;;Leguminosae (P);Vigna;mungo;;61999;Hübner;Noctuidae;Helicoverpa;armigera;;;India
62002;;Leguminosae (P);Vigna;unguiculata;;62002;Hübner;Noctuidae;Helicoverpa;armigera;;;East Africa
62005;;Gramineae;Zea;;;62005;Hübner;Noctuidae;Helicoverpa;armigera;;;Australia
62008;;Gramineae;Zea;mays;;62008;Hübner;Noctuidae;Helicoverpa;armigera;;;Fiji
62013;;Gramineae;Zea;mays;;62013;Hübner;Noctuidae;Helicoverpa;armigera;;;Old World
